url,comments,created_at,updated_at,active_time,closed_at,commits,additions,deletions,changed_files,merged,closed,open,body_not_bot,body_prepro,negativeBody,neutralBody,positiveBody,compoundBody,,,compound_overall
https://api.github.com/repos/bvdlingen/covid-19-alert/pulls/1,0,2020-04-18T11:24:09Z,2020-04-18T11:24:09Z,0,,1,2,26,1,0,0,1,"Removed Facebook Tracking pixel (tracking without consent #GDPR).

Not  in line with the Privacy Policy: https://covid19-alert.eu/privacy.html ",removed facebook tracking pixel tracking without consent gdpr line privacy policy,0.143,0.857,0,-0.1695,,,
https://api.github.com/repos/paralax/awesome-honeypots/pulls/67,1,2018-07-25T16:58:21Z,2018-07-30T11:40:37Z,412936,,1,1,0,1,0,0,1,"## What is Acra?

[Acra](https://github.com/cossacklabs/acra) is a network encryption proxy to protect databases and database-based applications from data leaks, allowing greater security for distributed applications via cryptography and intrusion detection.

Acra has honeypot generation tool as part of suite, they call it ""poison records"". Poison records are the records specifically designed and crafted in such a way that they wouldn't be queried by a client application under normal circumstances. Yet poison records will be included in the outputs of `SELECT *` requests. 

Upon passing AcraServer, they will inform it of untypical behaviour. The goal of using poison records is simple 窶� to detect adversaries trying to download full tables / full database from the application server or trying to run full scans in their injected queries.

## Acra is not only a honeypot generator

- Acra allows to selectively encrypt sensitive records with strong multi-layer cryptography in client-side application. Client-side app doesn't have _decryption_ key, thus compromising app won't lead to stealing key and decrypting data in the database.
- Sensitive data is encrypted before being transmitted to the database, and decryption key is not stored on client side.
- Data is decrypted in trusted environment (on AcraServer).
- Acra allows to detect potential intrusions and SQL injections (using SQL firewall and poison records). 
- Works with PostgreSQL and MySQL databases.
- Has SIEM integrations.
- Suits for distributed, microservice-rich environments.
- Has numerous examples and tutorials for many languages.
- Allows your application to cover GDPR articles 25, 32, 33, 34. 
- Tested, supported, audited.",acra acra network encryption proxy protect database databasebased application data leak allowing greater security distributed application via cryptography intrusion detection acra honeypot generation tool part suite call poison record poison record record specifically designed crafted way would nt queried client application normal circumstance yet poison record included output select request upon passing acraserver inform untypical behaviour goal using poison record simple detect adversary trying download full table full database application server trying run full scan injected query acra honeypot generator acra allows selectively encrypt sensitive record strong multilayer cryptography clientside application clientside app nt decryption key thus compromising app wo nt lead stealing key decrypting data database sensitive data encrypted transmitted database decryption key stored client side data decrypted trusted environment acraserver acra allows detect potential intrusion sql injection using sql firewall poison record work postgresql mysql database siem integration suit distributed microservicerich environment numerous example tutorial many language allows application cover gdpr article tested supported audited,0.138,0.775,0.088,-0.8807,,,
https://api.github.com/repos/raksha-life/rescuekerala/pulls/863,0,2018-08-22T00:38:46Z,2018-08-22T18:27:01Z,64095,,1,1,1,1,0,0,1,"### Issue Reference
This PR addresses the Issue : Fixes #861 

### Summarize
Update as requested

> Review if text is legit as requester mentioned else please reject

",issue reference pr address issue fix summarize update requested review text legit requester mentioned else please reject,0.135,0.75,0.115,-0.1027,,,
https://api.github.com/repos/kmccurdy/techdsc/pulls/13,0,2018-11-10T17:26:31Z,2018-11-10T17:26:31Z,0,,5,18,21,1,0,0,1,"these updates incorporate some of the feedback received in the process - namely [F18](https://github.com/kmccurdy/techdsc/wiki/F18-Feedback-from-Claudio-A.-via-e-mail-and-github) and [F12](https://github.com/kmccurdy/techdsc/wiki/F12-e-mail-by-Benjamin-K.).

it also includes some new points unrelated to previous feedback:

- proposal to ban AI in the courtroom
- tech shares to fund UBD (c.f. the [recent Varoufakis piece](https://www.project-syndicate.org/commentary/social-ownership-of-google-big-tech-by-yanis-varoufakis-2018-10))
- mention of data unions and alternative platform ownership, although those topics will be covered in greater detail in section 1

other pieces of feedback that touched on this section, but were not explicitly represented in updates (either because the feedback was positive about the existing document, or it was a bit too broad for me to figure out how to incorporate), were:

- [F4](https://github.com/kmccurdy/techdsc/wiki/F4-EdgarH-September-2,3,-2018-condensed) on the labor intelligence proposal
- [F18](https://github.com/kmccurdy/techdsc/wiki/F18-Feedback-from-Claudio-A.-via-e-mail-and-github) had a couple short-term proposals building on GDPR, which I thought were good near-future goals but don't need to be in the paper at this point
- [F11](https://github.com/kmccurdy/techdsc/wiki/F11-e-mail-by-Patricia-S.) mentioned the need for state access to data for legitimate purposes of fighting crime, which I consider an important and thorny issue - the rewritten paragraph 56 acknowledges criminal actors, but doesn't speak to this tricky point
- [F8](https://github.com/kmccurdy/techdsc/wiki/F8-bogdang-September-11,-2018) generally positive
- [F10](https://github.com/kmccurdy/techdsc/wiki/F10-e-mail-by-Stefan_S3) on data ownership, I think advocating for a different position than the one we adopt here",update incorporate feedback received process namely also includes new point unrelated previous feedback proposal ban ai courtroom tech share fund ubd cf recent varoufakis piece mention data union alternative platform ownership although topic covered greater detail section piece feedback touched section explicitly represented update either feedback positive existing document bit broad figure incorporate labor intelligence proposal couple shortterm proposal building gdpr thought good nearfuture goal nt need paper point mentioned need state access data legitimate purpose fighting crime consider important thorny issue rewritten paragraph acknowledges criminal actor nt speak tricky point generally positive data ownership think advocating different position one adopt,0.133,0.695,0.171,0.5719,,,
https://api.github.com/repos/census-instrumentation/opencensus-python/pulls/1035,0,2021-05-18T11:07:44Z,2022-08-17T19:45:36Z,39429472,,7,110,2,2,0,0,1,"Collection of user identifiable data could give problems regarding GDPR.

I have therefore added an option so that the sending of django user id and user name is optional",collection user identifiable data could give problem regarding gdpr therefore added option sending django user id user name optional,0.13,0.87,0,-0.4019,,,
https://api.github.com/repos/Automattic/camptix/pulls/196,2,2018-01-16T15:00:05Z,2018-09-18T09:50:40Z,21149435,,1,14,14,4,0,0,1,"Hello,

When I use Camptix, I'm a little frustrated that a click on a field description doesn't focus the field.
So I suggest to add a `label` around fields description (on the attendees form), targeting concerned inputs.",hello use camptix little frustrated click field description nt focus field suggest add label around field description attendee form targeting concerned input,0.129,0.871,0,-0.4779,,,
https://api.github.com/repos/debugacademy/drupal-tube/pulls/85,0,2018-12-30T20:55:03Z,2018-12-31T20:50:54Z,86151,,30,1235,53,24,0,0,1,"**Developer Notes**
1.  Added Conference Articles Page, which renders a teaser display of articles associated with that conference.
2.  Added a Curated Playlist views page, rendering the latest Curated Playlists
--------
The above comments are from commits that were merged directly into production.
1.  Made Mailchimp block with email, frequency, and GDPR checkbox.  Once filled out, it redirects you to a two step form that looks acceptable.  However, the next page button at the bottom has an HTML code for some reason.
2.  The footer should be responsive -- tested across multiple browsers -- you will have to **most likely upload the DA logo (found on your twitter) and description** to the DAinfo block placed in the block layout settings.
3.  Webform still needs to have information passed by mailchimp -- still in awkward hybrid system :-).
4. On Production, **add in Mailchimp API key**.  Not committed to Github Repository.",developer note added conference article page render teaser display article associated conference added curated playlist view page rendering latest curated playlist comment commits merged directly production made mailchimp block email frequency gdpr checkbox filled redirects two step form look acceptable however next page button bottom html code reason footer responsive tested across multiple browser likely upload da logo found twitter description dainfo block placed block layout setting webform still need information passed mailchimp still awkward hybrid system production add mailchimp api key committed github repository,0.128,0.789,0.083,-0.6486,,,
https://api.github.com/repos/MindscapeHQ/raygun4net/pulls/385,0,2018-05-17T09:31:43Z,2019-09-24T01:35:53Z,42739450,,4,53,4,4,0,0,1,"Add a new configuration property ""isRequestIpAddressMasked"". When set to true, the request IP has the last octet zeroed, effectively anonymizing the IP address.

This property is also available on the .NET 4 RaygunClient. It has not been exposed to any other clients, but it would be trivial to do so.

This change makes it possible to be GDPR compliant (when also ignoring relevant headers and server variables).",add new configuration property set true request ip last octet zeroed effectively anonymizing ip address property also available net raygunclient exposed client would trivial change make possible gdpr compliant also ignoring relevant header server variable,0.125,0.735,0.14,0.3818,,,
https://api.github.com/repos/GlueDev/laravel-stackdriver/pulls/20,2,2020-07-29T08:30:08Z,2020-10-12T20:54:47Z,6524679,,3,79,3,2,0,0,1,"- Remove call to Bootstrap::exceptionHandler and do the boilerplate work ourselves in order to be able to send more data to error reporting
- Send the following data to error reporting (in addition to what we have always sent):
  - User id
  - Request URL
  - Request method (GET, POST, ...)
  - User agent
  - Referrer URL
  - Client IP
- Enable users to supply additional context data as they wish",remove call bootstrap exceptionhandler boilerplate work order able send data error reporting send following data error reporting addition always sent user id request url request method get post user agent referrer url client ip enable user supply additional context data wish,0.117,0.824,0.059,-0.4019,,,
https://api.github.com/repos/trewknowledge/GDPR/pulls/236,1,2018-11-14T10:27:44Z,2018-11-14T15:06:17Z,16713,,1,25,1,1,0,0,1,"Firstly, thank you very much for this plugin. I really appreciate it.

I hit upon this issue: https://github.com/trewknowledge/GDPR/issues/24

This is one potential solution to the problem, which appears working for me.

Function taken from here : http://php.net/manual/en/function.urlencode.php#96394",firstly thank much plugin really appreciate hit upon issue one potential solution problem appears working function taken,0.115,0.553,0.332,0.624,,,
https://api.github.com/repos/botman/driver-facebook/pulls/113,0,2020-12-22T12:00:06Z,2020-12-22T12:00:06Z,0,,2,4,5,2,0,0,1,"Facebook has updated their User Profile API in regards to GDPR. This looks like it should only involve Europe but people have been reporting that they are affected even outside of Europe.

This is the error message you will get: `(#10) This action was not submitted due to new privacy rules in Europe. See developer documentation for more info`

You can have a look at the [Changelog](https://developers.facebook.com/docs/messenger-platform/europe-updates/) where it says under **December 16, 2020** that 
```
User Profile API will be supported for all fields except for profile_pic. API calls with profile_pic field will return an error message.
```

The PR removes the `profile_pic` from default as a quick fix. Might have to take a look at doing some changes at `getProfilePic` methods and so on. ",facebook updated user profile api regard gdpr look like involve europe people reporting affected even outside europe error message get action submitted due new privacy rule europe see developer documentation info look changelog say december user profile api supported field except profilepic api call profilepic field return error message pr remove profilepic default quick fix might take look change getprofilepic method,0.103,0.826,0.071,-0.296,,,
https://api.github.com/repos/FundingCircle/fc-vault-rails/pulls/28,5,2018-10-25T12:33:22Z,2019-09-24T10:57:15Z,28851833,,2,107,20,7,0,0,1,"### Issue
ActiveRecord 4.2 includes virtual attributes in selects with joins. This raises an error because virtual attributes are not persisted and there's no column with the name to the virtual attribute.

```
ActiveRecord::StatementInvalid: SQLite3::SQLException: no such column: people.county_plaintext ...
```

### Background:
ActiveRecord 4.2 uses a slightly different implementation of Attributes API than in 5.0+. Before ActiveRecord 5, this API was considered private (although technically it wan't). In ActiveRecord 5+, the issue was fixed (by accident) because of the significant refactoring that took place in ActiveRecord and ActiveModel.

Some of the issues with virtual attributes in AR 4.2 were fixed with the addition of a new property called `persistable_attribute_names`. https://github.com/rails/rails/commit/5383f22bb83 When checking for dirty attributes for example, they use that instead together with changed model attributes (which include the virtual ones as well).

### Proposed Solution
For now we can override the `column_names` method of `JoinPart`, which the `JoinDependency` uses to generate aliases for the joined tables.

@FundingCircle/gdpr-engineering 操 ",issue activerecord includes virtual attribute selects join raise error virtual attribute persisted column name virtual attribute activerecord statementinvalid sqlexception column background activerecord us slightly different implementation attribute api activerecord api considered private although technically wa nt activerecord issue fixed accident significant refactoring took place activerecord activemodel issue virtual attribute ar fixed addition new property called checking dirty attribute example use instead together changed model attribute include virtual one well proposed solution override columnnames method joinpart joindependency us generate alias joined table gdprengineering,0.094,0.814,0.091,-0.3182,,,
https://api.github.com/repos/cferdinandi/gmt-mailchimp-wp-rest-api/pulls/2,0,2020-04-16T18:53:08Z,2020-04-16T18:55:05Z,117,,1,189,16,3,0,0,1,"I added the possibility to send the marketing fields to the plugin endpoint so it sends them to mailchimp.

The main struggle regarding marketing fields is to get the ID of each field. For that I added them in the plugin settings screen. The Main problem es that, for getting those fields, the list has to have, at least, one member. I'm subscribing (and after deleting) a dummy member to the list if it is empty to get those fields, but that is done every time yo access the settings screen.

A good improvement would be to store those settings in the plugin options, but I don't have time now for adding that. If you don't accept the PR because of that I'll understand it. Probable in a week or so I'll have more time to make that improvement.

Solves https://github.com/cferdinandi/gmt-mailchimp-wp-rest-api/issues/1",added possibility send marketing field plugin endpoint sends mailchimp main struggle regarding marketing field get id field added plugin setting screen main problem e getting field list least one member subscribing deleting dummy member list empty get field done every time yo access setting screen good improvement would store setting plugin option nt time adding nt accept pr understand probable week time make improvement solves,0.089,0.733,0.178,0.7783,,,
https://api.github.com/repos/matomo-org/matomo-log-analytics/pulls/315,0,2021-06-02T13:04:32Z,2023-01-24T03:04:38Z,51890406,,2,64,0,3,0,0,1,"This PR adds `--anonymize-ip-bytes` which mimics Matomo's IP anonymization algorithm. Useful to better comply with GDPR, i.e., avoid earlier in the pipeline to process IP addresses.

Fixes #314 ",pr add anonymizeipbytes mimic matomo ip anonymization algorithm useful better comply gdpr ie avoid earlier pipeline process ip address fix,0.088,0.68,0.232,0.5574,,,
https://api.github.com/repos/honeytrap/honeytrap/pulls/335,5,2018-05-22T13:07:08Z,2019-05-28T21:24:31Z,32084243,,2,61,7,1,0,0,1,"Due to the new General Data Protection Regulation we need to ask for consent first, before storing or sharing attacker information. This pull request will ask the connecting party first a few questions, which needs to be answered with YES. Answers will be stored without source address, after consent the source address will be stored.",due new general data protection regulation need ask consent first storing sharing attacker information pull request ask connecting party first question need answered yes answer stored without source address consent source address stored,0.087,0.632,0.281,0.743,,,
https://api.github.com/repos/triggerfast/shuup/pulls/3,0,2020-04-30T21:29:06Z,2020-04-30T21:29:06Z,0,,2,309,3,2,0,0,1,"<h3>Snyk has created this PR to fix one or more vulnerable packages in the `npm` dependencies of this project.</h3>



#### Changes included in this PR

- Changes to the following files to upgrade the vulnerable dependencies to a fixed version:
    - shuup/gdpr/package.json
    - shuup/gdpr/.snyk



#### Vulnerabilities that will be fixed






##### With a [Snyk patch](https://snyk.io/docs/fixing-vulnerabilities/#patches):
Severity                   | Issue                   | Exploit Maturity
:-------------------------:|:-------------------------|:-------------------------
![medium severity](https://res.cloudinary.com/snyk/image/upload/w_20,h_20/v1561977819/icon/m.png ""medium severity"") | Prototype Pollution <br/> [SNYK-JS-LODASH-567746](https://snyk.io/vuln/SNYK-JS-LODASH-567746) | Proof of Concept 




Check the changes in this PR to ensure they won't cause issues with your project.



------------



**Note:** *You are seeing this because you or someone else with access to this repository has authorized Snyk to open fix PRs.*

For more information: 

ｧ� [View latest project report](https://app.snyk.io/org/triggerfast-github-marketplace/project/0e928299-1af4-44e7-b459-7fa466e4787c)

屏 [Adjust project settings](https://app.snyk.io/org/triggerfast-github-marketplace/project/0e928299-1af4-44e7-b459-7fa466e4787c/settings)

答 [Read more about Snyk's upgrade and patch logic](https://snyk.io/docs/fixing-vulnerabilities/)

[//]: # (snyk:metadata:{""prId"":""62f8a03f-504c-45a5-9cea-dc0a6bcf3812"",""dependencies"":[],""packageManager"":""npm"",""projectPublicId"":""0e928299-1af4-44e7-b459-7fa466e4787c"",""projectUrl"":""https://app.snyk.io/org/triggerfast-github-marketplace/project/0e928299-1af4-44e7-b459-7fa466e4787c?utm_source=github&utm_medium=fix-pr"",""type"":""auto"",""patch"":[""SNYK-JS-LODASH-567746""],""vulns"":[""SNYK-JS-LODASH-567746""],""upgrade"":[],""isBreakingChange"":false,""env"":""prod"",""prType"":""fix"",""templateVariants"":[]})
",snyk created pr fix one vulnerable package npm dependency project change included pr change following file upgrade vulnerable dependency fixed version shuupgdprsnyk vulnerability fixed snyk patch severity issue exploit maturity medium severity medium severity prototype pollution br proof concept check change pr ensure wo nt cause issue project note seeing someone else access repository authorized snyk open fix pr information view latest project report adjust project setting read snyk upgrade patch logic snyk metadata prid dependency packagemanager npm projectpublicid projecturl,0.083,0.863,0.054,-0.128,,,
https://api.github.com/repos/meetalva/alva/pulls/703,2,2018-12-26T09:05:56Z,2019-01-18T16:40:14Z,2014458,,12,539,322,20,0,0,1,"## Proposed Changes

Add sentry.io error tracking so we can gather data about issues of recent releases and unknown bugs to search for based on recurring exceptions.

Related: #153 

### ToDo


- [ ] Update privacy policy on website

### Done

- [x] Check GDPR concerns
- [x] Let users send their reports to GitHub and sentry
- [x] Decide if we need to let users opt in/out of this - Will opt in
- [x] Find out if there is an team OSS plan for sentry.io (yes 脂 )


### Later

- [ ] Wire up the crash reporter
- [ ] Pass release information
- [ ] Upload release information from CI
- [ ] Upload source maps from CI
",proposed change add sentryio error tracking gather data issue recent release unknown bug search based recurring exception related todo update privacy policy website done x check gdpr concern x let user send report github sentry x decide need let user opt inout opt x find team os plan sentryio yes later wire crash reporter pas release information upload release information ci upload source map ci,0.082,0.877,0.041,-0.4019,,,
https://api.github.com/repos/rubycorns/rorganize.it/pulls/643,1,2018-06-05T17:25:10Z,2019-01-08T19:58:36Z,18758006,,1,40,20,5,0,0,1,"#### Is this solving an issue already in our backlog? If so, please mention which one
#640 

#### Special things about this PR to be considered
It's not done! All the content is missing.

#### Do you have any open Questions you need to get answered?
What goes in there? What info do we need?


",solving issue already backlog please mention one special thing pr considered done content missing open question need get answered go info need,0.08,0.652,0.268,0.6369,,,
https://api.github.com/repos/pkp/piwik/pulls/7,9,2020-02-26T13:42:38Z,2022-08-02T11:34:28Z,76715510,,16,571,234,8,0,0,1,"## Revision of the plugin to make it GDPR-compliant and continue to use it within the EU.

New Feature(s):
- GDPR compliant tracking can be activated optionally
- selection between opt-in and opt-out tracking
- optional cookie-free use of Matomo
- customizable consent banner (position, content, buttons)
- german translation

ToDo:
- transform locale XML -> Po for OJS 3.2
- english translation should be reviewed
- translation of all other languages

@NateWr @asmecher ",revision plugin make gdprcompliant continue use within eu new feature gdpr compliant tracking activated optionally selection optin optout tracking optional cookiefree use matomo customizable consent banner position content button german translation todo transform locale xml po ojs english translation reviewed translation language,0.079,0.879,0.042,-0.4019,,Negative,16
