url,comments,created_at,updated_at,active_time,closed_at,commits,additions,deletions,changed_files,merged,closed,open,commits_not_bot,commit_prepro,negativeCommit,neutralCommit,positiveCommit,compoundCommit,,,compound_overall
https://api.github.com/repos/giterlizzi/dokuwiki-plugin-semantic/pulls/8,1,2018-07-06T07:14:58Z,2018-07-11T06:47:28Z,430350,,1,2,2,1,0,0,1,"GDPR compliance

Even if the email is hidden at all other places this plugin can give out the email by default without user consent. We can add option in admin to take consent. email is not mandatory in this structure. https://search.google.com/structured-data/testing-tool also doesn't flag a missing email as either warning or error.

",gdpr compliance even email hidden place plugin give email default without user consent add option admin take consent email mandatory structure also nt flag missing email either warning error,0.304,0.658,0.037,-0.8091,,,
https://api.github.com/repos/machbarmacher/gdpr-dump/pulls/44,7,2019-09-10T10:37:08Z,2019-09-24T15:38:00Z,1227652,,3,2,1,1,0,0,1,"Git ignore

Add locale-awareness to faker factory method call.

Revert ""Git ignore""

This reverts commit a3d925078186b3805c1de3a59d3c5c0b197bd389.

",git ignore add localeawareness faker factory method call revert git ignore reverts commit,0.291,0.581,0.128,-0.4215,,,
https://api.github.com/repos/codelight-eu/gdpr-framework/pulls/15,1,2018-09-04T16:21:06Z,2018-09-11T13:26:40Z,594334,,1,1,1,1,0,0,1,"fix(WPML): fix Countable warning

Warning: count(): Parameter must be an array or an object that implements Countable in gdpr-framework/src/Modules/WPML/WPML.php on line 81

",fix wpml fix countable warning warning count parameter must array object implement countable line,0.286,0.714,0,-0.5859,,,
https://api.github.com/repos/FundingCircle/fc-vault-rails/pulls/28,5,2018-10-25T12:33:22Z,2019-09-24T10:57:15Z,28851833,,2,107,20,7,0,0,1,"Fix a bug where virtual attribute are included when aliasing joined table column names

Fix missing Dirty methods not being generated

",fix bug virtual attribute included aliasing joined table column name fix missing dirty method generated,0.282,0.718,0,-0.6249,,,
https://api.github.com/repos/OohooDevTeam/moodle-format_tabtopics/pulls/9,0,2018-11-28T03:03:38Z,2018-11-28T03:03:38Z,0,,1,45,1,2,0,0,1,"Tab topic course format - add GDPR.

Conflicts:
	lang/en/format_tabtopics.php

",tab topic course format add gdpr conflict,0.277,0.723,0,-0.3182,,,
https://api.github.com/repos/aimeoscom/ai-payments/pulls/22,11,2019-06-04T19:17:10Z,2019-12-13T11:46:06Z,16561736,,8,489,1,2,0,0,1,"Implement Orders API for pay later payment methods

Remove debug message

Fix errors regarding VAT, shipping and payment costs

Bugfix in VAT calculation

Simplify tax calculation to prevent rounding errors

Add some basic tests

Add configuration options for locale and paymentMethod parameters

Improved error handling: Log failed payments and use Mollie's error messages

",implement order api pay later payment method remove debug message fix error regarding vat shipping payment cost bugfix vat calculation simplify tax calculation prevent rounding error add basic test add configuration option locale paymentmethod parameter improved error handling log failed payment use mollie error message,0.273,0.653,0.074,-0.8834,,,
https://api.github.com/repos/openstreetmap/openstreetmap-website/pulls/2145,26,2019-02-15T06:00:34Z,2022-12-04T14:19:56Z,119953162,,9,1185,4,20,0,0,1,"Patch to introduce an API keys service

Added emergency fix to deal with CanCan; proper solution unknown.

Fixed errorneous copied changes from older commits

Care for unhappy Rubocup at CI tool

Care for unhappy Rubocup at CI tool, part 2

Care for unhappy Rubocup at CI tool, part 3

Care for unhappy Rubocup at CI tool, part 4

Care for unhappy Coveralls at CI tests

Care for unhappy Coveralls at CI tests, part 2

",patch introduce api key service added emergency fix deal cancan proper solution unknown fixed errorneous copied change older commits care unhappy rubocup ci tool care unhappy rubocup ci tool part care unhappy rubocup ci tool part care unhappy rubocup ci tool part care unhappy coverall ci test care unhappy coverall ci test part,0.243,0.475,0.282,0.4939,,,
https://api.github.com/repos/wellcometrust/together-science-can/pulls/88,0,2018-01-12T12:02:23Z,2018-01-12T12:03:08Z,45,,2,50,1,5,0,0,1,"first stab at legal stuff under signup form

correct IDs for legal label/input on secondary form

",first stab legal stuff signup form correct id legal labelinput secondary form,0.241,0.57,0.19,-0.4215,,,
https://api.github.com/repos/sgmelayu/GDPR-Transparency-and-Consent-Framework/pulls/29,1,2020-10-31T01:14:25Z,2020-10-31T01:15:14Z,49,,1,5,4,2,0,0,1,"fix: In-App Reference/Mobile In-App Reference Implementation/package.json & In-App Reference/Mobile In-App Reference Implementation/yarn.lock to reduce vulnerabilities

The following vulnerabilities are fixed with an upgrade:
- https://snyk.io/vuln/SNYK-JS-CODEMIRROR-1016937

",fix inapp referencemobile inapp reference inapp referencemobile inapp reference reduce vulnerability following vulnerability fixed upgrade,0.226,0.774,0,-0.4215,,,
https://api.github.com/repos/sgmelayu/GDPR-Transparency-and-Consent-Framework/pulls/20,1,2020-08-28T01:14:31Z,2020-08-28T01:15:35Z,64,,1,7,2,2,0,0,1,"fix: In-App Reference/Mobile In-App Reference Implementation/package.json & In-App Reference/Mobile In-App Reference Implementation/yarn.lock to reduce vulnerabilities

The following vulnerabilities are fixed with an upgrade:
- https://snyk.io/vuln/SNYK-JS-LODASH-608086

",fix inapp referencemobile inapp reference inapp referencemobile inapp reference reduce vulnerability following vulnerability fixed upgrade,0.226,0.774,0,-0.4215,,,
https://api.github.com/repos/sgmelayu/GDPR-Transparency-and-Consent-Framework/pulls/18,1,2020-08-17T01:14:04Z,2020-08-17T01:14:47Z,43,,1,7,2,2,0,0,1,"fix: In-App Reference/Mobile In-App Reference Implementation/package.json & In-App Reference/Mobile In-App Reference Implementation/yarn.lock to reduce vulnerabilities

The following vulnerabilities are fixed with an upgrade:
- https://snyk.io/vuln/SNYK-JS-LODASH-590103

",fix inapp referencemobile inapp reference inapp referencemobile inapp reference reduce vulnerability following vulnerability fixed upgrade,0.226,0.774,0,-0.4215,,,
https://api.github.com/repos/sgmelayu/GDPR-Transparency-and-Consent-Framework/pulls/58,1,2021-06-08T20:57:33Z,2021-06-08T20:58:22Z,49,,1,234,60,2,0,0,1,"fix: In-App Reference/Mobile In-App Reference Implementation/package.json & In-App Reference/Mobile In-App Reference Implementation/yarn.lock to reduce vulnerabilities

The following vulnerabilities are fixed with an upgrade:
- https://snyk.io/vuln/SNYK-JS-AJV-584908

",fix inapp referencemobile inapp reference inapp referencemobile inapp reference reduce vulnerability following vulnerability fixed upgrade,0.226,0.774,0,-0.4215,,,
https://api.github.com/repos/sgmelayu/GDPR-Transparency-and-Consent-Framework/pulls/35,1,2021-02-23T01:14:09Z,2021-02-23T01:14:59Z,50,,1,7,2,2,0,0,1,"fix: In-App Reference/Mobile In-App Reference Implementation/package.json & In-App Reference/Mobile In-App Reference Implementation/yarn.lock to reduce vulnerabilities

The following vulnerabilities are fixed with an upgrade:
- https://snyk.io/vuln/SNYK-JS-LODASH-1018905
- https://snyk.io/vuln/SNYK-JS-LODASH-1040724

",fix inapp referencemobile inapp reference inapp referencemobile inapp reference reduce vulnerability following vulnerability fixed upgrade,0.226,0.774,0,-0.4215,,,
https://api.github.com/repos/voxpupuli/puppetboard/pulls/468,12,2018-04-30T20:34:49Z,2023-01-14T19:48:05Z,148605196,,2,334,4,11,0,0,1,"Adding a basic login system to Puppetboard

fixing merge conflict in puppetboard/app.py

",adding basic login system puppetboard fixing merge conflict puppetboardapppy,0.223,0.777,0,-0.3182,,,
https://api.github.com/repos/pschmitt/zabbix-template-speedtest/pulls/12,12,2020-06-25T14:52:06Z,2020-11-26T08:06:59Z,13281293,,1,1,1,1,0,0,1,"Update zbx-speedtest.sh

This change is originally proposed by someone else, but it was on the wrong file, nevertheless to speed things up, I just proposed it to avoid forcing people looking up why this script hangs and no longer works.

",update zbxspeedtestsh change originally proposed someone else wrong file nevertheless speed thing proposed avoid forcing people looking script hang longer work,0.218,0.782,0,-0.6486,,,
https://api.github.com/repos/meetalva/alva/pulls/703,2,2018-12-26T09:05:56Z,2019-01-18T16:40:14Z,2014458,,12,539,322,20,0,0,1,"feat: add sentry error tracking

chore: crack down on electron security further

test: improve test resilience

feat: give option to send anonymous error report

Revert ""feat: give option to send anonymous error report""

This reverts commit ca5dbfaea0632a80206328229e5bc0812c4582c0.

feat: switch to active user reporting

fix: avoid null prop access

fix: wording

fix: avoid webpack eval

fix: remove offending eval

chore: remove unneeded scripts

fix: switch to node sdk for ncc compat

",feat add sentry error tracking chore crack electron security test improve test resilience feat give option send anonymous error report revert feat give option send anonymous error report reverts commit feat switch active user reporting fix avoid null prop access fix wording fix avoid webpack eval fix remove offending eval chore remove unneeded script fix switch node sdk ncc compat,0.208,0.658,0.134,-0.6808,,,
https://api.github.com/repos/aaronengels/DrmmToPowerBI/pulls/10,1,2021-09-15T09:26:42Z,2021-09-15T11:09:55Z,6193,,1,57,17,1,0,0,1,"Added SkipDeviceFields parameter to exclude given fields from SQL injection; for example to exclude user name fields, that could fall under GDPR regulations.

",added skipdevicefields parameter exclude given field sql injection example exclude user name field could fall gdpr regulation,0.202,0.798,0,-0.4215,,,
https://api.github.com/repos/mvpoland/adyen-ios/pulls/2,0,2018-07-09T13:33:40Z,2022-09-02T14:18:44Z,130985104,,3,187,18,11,0,0,1,"Add PreferredPaymentMethodDelegate to CheckoutViewController

Improve user experience

Force hiding store details

",add improve user experience force hiding store detail,0.198,0.541,0.261,0.1779,,,
https://api.github.com/repos/rsyslog/rsyslog/pulls/3931,1,2019-10-25T11:19:29Z,2022-02-07T08:24:18Z,72219889,,2,12,3,2,0,0,1,"LGTM: add check for calloc misuse

DROP: trigger LGTM alert

",lgtm add check calloc misuse drop trigger lgtm alert,0.186,0.619,0.195,0.0258,,,
https://api.github.com/repos/CVEProject/cve-services/pulls/524,4,2021-10-29T08:13:59Z,2021-10-29T23:46:50Z,55971,,5,367,24,6,0,0,1,"adding support for deleting user

adding tests for deleteUser endpoint

Adding tests for the DELETE api endpoint.

Fixed linting errors with userDeleteTest.js

Fixed linting errors with error.js and org.controller.js. Removed unused function from org.controller.js.

",adding support deleting user adding test deleteuser endpoint adding test delete api endpoint fixed linting error userdeletetestjs fixed linting error errorjs orgcontrollerjs removed unused function orgcontrollerjs,0.174,0.74,0.087,-0.4019,,,
https://api.github.com/repos/CircuitVerse/CircuitVerse/pulls/2058,2,2021-01-03T09:06:48Z,2021-08-24T17:28:13Z,20161285,,4,453,2,14,0,0,1,"Add GDPR check functionality

Finish adding GDPR

Fix conflicts

Fix codeclimate issues

",add gdpr check functionality finish adding gdpr fix conflict fix codeclimate issue,0.173,0.827,0,-0.3182,,,
https://api.github.com/repos/kosmas58/pia/pulls/758,0,2021-12-02T12:58:44Z,2021-12-02T12:58:44Z,0,,1,52,52,1,0,0,1,"Update bg.json

Some changes made in the texts;
Some mistakes and misprints fixed;
Hyperlinks changed to Bulgarian version of GDPR

",update bgjson change made text mistake misprint fixed hyperlink changed bulgarian version gdpr,0.167,0.833,0,-0.34,,,
https://api.github.com/repos/ceph/ceph/pulls/44371,15,2021-12-20T19:44:12Z,2023-02-05T16:01:28Z,35583436,,4,10,8,4,0,0,1,"mgr/rgw: Unused import

Import of `subprocess` is not used.

Signed-off-by: Dimitri Papadopoulos <dpo.ceph@mail.com>

mgr/.../operations: Modification of default value of keyword parameter

Avoid mutable default values for keyword arguments. They are initialized
only once and updated with each call to the function.

Signed-off-by: Dimitri Papadopoulos <dpo.ceph@mail.com>

python-common/ceph/rgw: Mismatch in multiple assignment

Left hand side of assignment contains 3 variables, but right hand side is a tuple of length 2.

Signed-off-by: Dimitri Papadopoulos <dpo.ceph@mail.com>

mgr/telegraf: Unreachable `except` block

Except block for FileNotFoundError is unreachable; the more general except block for OSError will always be executed in preference.

Signed-off-by: Dimitri Papadopoulos <dpo.ceph@mail.com>

",mgrrgw unused import import subprocess used signedoffby dimitri papadopoulos dpocephcom mgr operation modification default value keyword parameter avoid mutable default value keyword argument initialized updated call function signedoffby dimitri papadopoulos dpocephcom pythoncommoncephrgw mismatch multiple assignment left hand side assignment contains variable right hand side tuple length signedoffby dimitri papadopoulos dpocephcom mgrtelegraf unreachable except block except block filenotfounderror unreachable general except block oserror always executed preference signedoffby dimitri papadopoulos dpocephcom,0.158,0.709,0.132,-0.296,,,
https://api.github.com/repos/FreelyGive/gdpr/pulls/11,1,2018-05-16T09:05:23Z,2018-05-17T16:05:37Z,111614,,7,1030,0,12,0,0,1,"By yanniboi: Added fields submodule.

by rlmumford: Remove empty admin.inc.

by rlmumford: Remove empty, unused and debugging code.

by rlmumford: Switch to using metadata wrappers.

by rlmumford: Add feature to exclude certain relationships.

by andrewbelcher: Simple tidy up.

by andrewbelcher: Update exports and fix naming.

",yanniboi added field submodule rlmumford remove empty admininc rlmumford remove empty unused debugging code rlmumford switch using metadata wrapper rlmumford add feature exclude certain relationship andrewbelcher simple tidy andrewbelcher update export fix naming,0.15,0.792,0.057,-0.34,,,
https://api.github.com/repos/yannaingkyaw1986/prebid-ebdr/pulls/1,0,2021-10-11T23:15:34Z,2021-10-11T23:15:34Z,0,,9,377,9,9,0,0,1,"Enable geo activation of GDPR flag

PR review tweaks

Adds some tests

more tests

resolves merge conflicts.

More PR review changes

Merge branch 'master' into gdpr-geo

Fixing merge conflicts

simplifying the country list

",enable geo activation gdpr flag pr review tweak add test test resolve merge conflict pr review change merge branch master gdprgeo fixing merge conflict simplifying country list,0.147,0.769,0.083,-0.25,,,
https://api.github.com/repos/fedora-infra/noggin/pulls/329,3,2020-08-07T22:53:45Z,2022-06-03T09:19:05Z,57407120,,1,5,5,2,0,0,1,"Make first name and last name optional

Asking names when this is not needed go against GDPR spirit
(Art 5.c: ""data minimization""), and since FAS do not ask that, it
is hard to argue we need the information.

This is also a problems for people having more than 1 name,
or people having just 1
(see https://en.wikipedia.org/wiki/Mononymous_person#Modern_times ).

There is also people who do not want to give their name for whatever reasons,
and who could do that before with FAS.

Finally, since the information is requested by default without opt-out, someone
who would change last name or first name will be forced to change it in FAS, thus adding
to the burden of name change. In the western world, that mean mostly
woman and/or trans people. So not having opt-out do not get in a direction
of simplifying their life, which seems to not go in favor of diversity.

Signed-off-by: M. S <misc@redhat.com>

",make first name last name optional asking name needed go gdpr spirit art data minimization since fa ask hard argue need information also problem people name people see also people want give name whatever reason could fa finally since information requested default without optout someone would change last name first name forced change fa thus adding burden name change western world mean mostly woman andor trans people optout get direction simplifying life seems go favor diversity signedoffby misccom,0.141,0.795,0.065,-0.7717,,,
https://api.github.com/repos/wazuh/wazuh/pulls/4063,2,2019-10-09T10:02:18Z,2022-12-30T09:20:01Z,101776663,,2,0,18,1,0,0,1,"First scan doesn't generate alerts

Fix the sending of scan result when DB is empty

",first scan nt generate alert fix sending scan result db empty,0.138,0.692,0.169,0.1027,,,
https://api.github.com/repos/mageplaza/magento-2-email-attachments/pulls/34,2,2021-10-18T10:39:19Z,2022-09-30T19:32:00Z,30012761,,1,2,0,1,0,0,1,"Update MailEvent.php

Fix issue where if emails are sent asynchronously and an error occurs in the first Invoice that's sent, the next Invoice email will contain PDFs from the first Invoice.

",update maileventphp fix issue email sent asynchronously error occurs first invoice sent next invoice email contain pdfs first invoice,0.13,0.87,0,-0.4019,,,
https://api.github.com/repos/davidrielo/davidrielo.github.io/pulls/1,0,2021-02-24T13:48:17Z,2021-02-25T11:42:50Z,78873,,9,9821,34790,353,0,0,1,"update look and feel + gulp basic minify and distribution

latest changes

gdpr changes

2021 changes`

publishing

https urls

broken image links

include ico

include opera.png

",update look feel gulp basic minify distribution latest change gdpr change change publishing http url broken image link include ico include operapng,0.129,0.871,0,-0.4767,,,
https://api.github.com/repos/GlueDev/laravel-stackdriver/pulls/20,2,2020-07-29T08:30:08Z,2020-10-12T20:54:47Z,6524679,,3,79,3,2,0,0,1,"Remove call to Bootstrap::exceptionHandler and do the boilerplate work ourselves in order to be able to send more data to error reporting. Enable users to supply additional context data as they wish.

Update README.md with instructions on how to supply additional context data to error reporting.

Use array_replace_recursive instead of array_merge_recursive

Merge branch 'GlueDev:develop' into add-request-data

Update opencensus/opencensus dependency to ^0.7.0

See https://github.com/GlueDev/laravel-stackdriver/pull/31

",remove call bootstrap exceptionhandler boilerplate work order able send data error reporting enable user supply additional context data wish update readmemd instruction supply additional context data error reporting use instead arraymergerecursive merge branch gluedev develop addrequestdata update dependency see,0.122,0.816,0.061,-0.4019,,,
https://api.github.com/repos/rsyslog/rsyslog/pulls/4507,0,2021-01-25T13:08:52Z,2022-02-07T08:22:04Z,32641992,,3,23,12,5,0,0,1,"Fix incorrect coercing of json-object int to uint32.

This aims to fix broken int-max case described
 https://github.com/rsyslog/rsyslog/issues/4490 and
 https://github.com/rsyslog/rsyslog/issues/4490.

improve formatting for incorrect coercing of int32 to uint32 bugfix in lookup-tables

cleanup; fixes; bump libfastjson dependency requirement

",fix incorrect coercing jsonobject int aim fix broken intmax case described improve formatting incorrect coercing bugfix lookuptables cleanup fix bump libfastjson dependency requirement,0.115,0.778,0.107,-0.0516,,,
https://api.github.com/repos/robiningelbrecht/drush-gdpr-dumper/pulls/3,1,2019-01-10T14:51:46Z,2019-01-21T11:16:39Z,937493,,8,395,89,14,0,0,1,"ISSUE-1: Started implementing UI to configure replacements

ISSUE-1: Fixed merge conflicts

ISSUE-1: Add tables through UI + format settings array

ISSUE-1: Added antoher TODO

ISSUE-1: Save settings. Some UI improvements

ISSUE-1: Updated README

ISSUE-1: Updated README

ISSUE-1: Show tables that only need emptying

",started implementing ui configure replacement fixed merge conflict add table ui format setting array added antoher todo save setting ui improvement updated readme updated readme show table need emptying,0.111,0.712,0.177,0.5106,,,
https://api.github.com/repos/appnexus/cmp/pulls/113,0,2018-11-07T15:36:26Z,2018-11-07T15:36:26Z,0,,6,2015,135,18,0,0,1,"added bannerModal in config settings with new banner style

add development tools

Added blocking custom pages

Add persistent button

Remove cookies on init

update vendor.json

",added bannermodal config setting new banner style add development tool added blocking custom page add persistent button remove cooky init update vendorjson,0.11,0.89,0,-0.3818,,,
https://api.github.com/repos/Lichess4545/heltour/pulls/375,0,2021-04-11T03:52:01Z,2021-04-18T15:58:34Z,648393,,4,134,2,4,0,0,1,"WIP - initial gdpr erase command.

Remove player profile page and further anonymize

Adding missing migration

change the name we use and randomize the unique part.

",wip initial gdpr erase command remove player profile page anonymize adding missing migration change name use randomize unique part,0.109,0.891,0,-0.296,,,
https://api.github.com/repos/stoneman1/spurgunimesi/pulls/1,1,2018-10-25T18:42:10Z,2018-10-25T20:38:15Z,6965,,1,2,2,1,0,0,1,"Remove unnecessary personal information that could cause problems with GDPR.
Also add some strictly non-personal descriptivive information after removing
most of the information that could be used to connect the message shown to
a real and existing person.

",remove unnecessary personal information could cause problem gdpr also add strictly nonpersonal descriptivive information removing information could used connect message shown real existing person,0.105,0.895,0,-0.4019,,,
https://api.github.com/repos/tidev/ti.admob/pulls/86,7,2019-02-20T14:43:29Z,2020-07-02T10:50:51Z,43013242,,24,3280,2363,62,0,0,1,"refactor(ios): swift rewrite

fix docs

add interstitial ad

fix handling of numbers/boolean values

update to latest google ads sdk 7.45.0

update to swift 5

build with sdk 8.0.2.GA

docs: add missing android only method

prefer swift types

android parity

use correct option name publisherIdentifiers

Merge branch 'master' into MOD-2495

replace deprecated initializatiom method

update readme with getting started guide

docs(readme): fix typos and restructure

docs(readme): refined wording

Merge branch 'master' into MOD-2495

ci(jenkins): use 9.0.1.GA to build

style(ios): fix formatting

style(eslint): add missing space

chore: fix merge error

chore: fix merge error

chore: fix merge conflicts

fix(ios): address deprecated methods (#1)

* fix(ios): removed/replaced depreciated methods

* fix(ios): moved testDeviceIdentifiers & setTagForChildDirectedTreatment to admob module

* doc: fix docs

Co-authored-by: Vikas Goyal <38314488+vikas-goyal-syncplicity@users.noreply.github.com>

",refactor io swift rewrite fix doc add interstitial ad fix handling numbersboolean value update latest google ad sdk update swift build sdk doc add missing android method prefer swift type android parity use correct option name merge branch master replace deprecated initializatiom method update readme getting started guide doc readme fix typo restructure doc readme refined wording merge branch master ci jenkins use build style io fix formatting style eslint add missing space chore fix merge error chore fix merge error chore fix merge conflict fix io address deprecated method fix io removedreplaced depreciated method fix io moved admob module doc fix doc coauthoredby vikas goyal,0.104,0.83,0.067,-0.6486,,,
https://api.github.com/repos/microsoft/notification-provider/pulls/68,0,2021-04-21T13:07:47Z,2021-04-30T06:11:23Z,752616,,8,1288,21,27,0,0,1,"EMail-Notificationid mapping functionality for GDPR implementation.

merged changes from main

bug fixes

code fixes and method renamed

Unit Test cases

unit test case failure fixed

merged code from Main branch

stylecop issue fix with #pragma

",emailnotificationid mapping functionality gdpr implementation merged change main bug fix code fix method renamed unit test case unit test case failure fixed merged code main branch stylecop issue fix pragma,0.102,0.898,0,-0.5106,,,
https://api.github.com/repos/debugacademy/drupal-tube/pulls/85,0,2018-12-30T20:55:03Z,2018-12-31T20:50:54Z,86151,,30,1235,53,24,0,0,1,"Added Conference Articles Page, which displays only the articles associated with that conference.

Made Conference Articles page an HTML list, preparing for styling

Enabled pager for Conference Articles view page

Wrote responsive styling for Conference Articles page

Added style.css

Created Curated Playlist Views page

Configured Curated Playlist teaser display to render Title and Introduction

Added pager to Curated Playlist View page, 10 items shown on each page.

Made Curated Playlist have 1 item per row and Conference Articles Views page CSS selector more specific to only affectthat page

Added style.css

Added read more links to teaser display using layout builder. Removed more link from Views display--not configured properly

Downloaded Mailchimp module

Updated composer.lock

Enabled the Mailchimp modules

Created Drupal.tv newsletter

Finished making merge fields for drupal.tv signup form

Added patch to include gpdr fields

Made GPDR field required and made only email needed for ininital signup.  Will redirect to webform now

Made Footer Center region larger using bootstrap classes and added Drupal trademark HTML section

Created custom block with image and text field to be placed in footer

Added Trademark HTML section to bottom of footer

Wrote styling for mailchimp block and trademark section

Added style.css

Removed powered by drupal block in footer

Placed DAinfo block in footer left

Wrote responsive styling for footer where col-6 takes the top spot at tablet size and below

Added style.css

Created / placed mailchimp block

Created webform for our drupal.tv site, initial draft

Added mailchimp block redirect to webform and content checkboxes for what peopel are interested in

",added conference article page display article associated conference made conference article page html list preparing styling enabled pager conference article view page wrote responsive styling conference article page added stylecss created curated playlist view page configured curated playlist teaser display render title introduction added pager curated playlist view page item shown page made curated playlist item per row conference article view page cs selector specific affectthat page added stylecss added read link teaser display using layout builder removed link view display configured properly downloaded mailchimp module updated composerlock enabled mailchimp module created drupaltv newsletter finished making merge field drupaltv signup form added patch include gpdr field made gpdr field required made email needed ininital signup redirect webform made footer center region larger using bootstrap class added drupal trademark html section created custom block image text field placed footer added trademark html section bottom footer wrote styling mailchimp block trademark section added stylecss removed powered drupal block footer placed dainfo block footer left wrote responsive styling footer take top spot tablet size added stylecss created placed mailchimp block created webform drupaltv site initial draft added mailchimp block redirect webform content checkboxes peopel interested,0.099,0.811,0.09,-0.5994,,,
