url,title_not_bot,title_prepro,negativeTitle,neutralTitle,positiveTitle,compoundTitle,,,,
https://api.github.com/repos/CachetHQ/Cachet/pulls/4273,,,,,,,,,,
https://api.github.com/repos/CachetHQ/Cachet/pulls/4272,,,,,,,,,,
https://api.github.com/repos/CachetHQ/Cachet/pulls/4269,,,,,,,,,,
https://api.github.com/repos/CachetHQ/Cachet/pulls/4263,Add check to determine if Cachet is allowed to send notifications,add check determine cachet allowed send notification,0,1,0,0,,,,
https://api.github.com/repos/CachetHQ/Cachet/pulls/4262,Add required attribute to radio buttons for incident status,add required attribute radio button incident status,0,1,0,0,,,,
https://api.github.com/repos/jmvedrine/moodle-qtype_ddmatch/pulls/13,Fix JS error - incorrect questionid,fix j error incorrect questionid,0.474,0.526,0,-0.4019,,,,
https://api.github.com/repos/jmvedrine/moodle-qtype_ddmatch/pulls/10,Fix to make answertext column text rather than char255,fix make answertext column text rather,0,1,0,0,,,,
https://api.github.com/repos/jmvedrine/moodle-qtype_ddmatch/pulls/9,Issue #3 - Make drop over more theme neutral,issue make drop theme neutral,0.344,0.656,0,-0.2732,,,,
https://api.github.com/repos/jmvedrine/moodle-qtype_ddmatch/pulls/7,Adjust styles for 3.1,adjust style,0,1,0,0,,,,
https://api.github.com/repos/jmvedrine/moodle-qtype_ddmatch/pulls/5,It repairs errors and warnings reports by PHPUnit,repair error warning report phpunit,0.63,0.37,0,-0.6249,,,,
https://api.github.com/repos/giterlizzi/dokuwiki-plugin-semantic/pulls/24,It is allowed to make no selection for license in the configuration. In such case we get error logs,allowed make selection license configuration case get error log,0.252,0.748,0,-0.4019,,,,
https://api.github.com/repos/giterlizzi/dokuwiki-plugin-semantic/pulls/23,PHP 8.1 fixes,php fix,0,1,0,0,,,,
https://api.github.com/repos/giterlizzi/dokuwiki-plugin-semantic/pulls/18,Rus i18n,ru,0,1,0,0,,,,
https://api.github.com/repos/giterlizzi/dokuwiki-plugin-semantic/pulls/17,Updated helper.php,updated helperphp,0,1,0,0,,,,
https://api.github.com/repos/giterlizzi/dokuwiki-plugin-semantic/pulls/16,Fallback for og:image / fixied travis.yaml,fallback og image fixied travisyaml,0,1,0,0,,,,
https://api.github.com/repos/giterlizzi/dokuwiki-plugin-semantic/pulls/7,Add 'og:image' meta tag (if exist the image),add og image meta tag exist image,0,1,0,0,,,,
https://api.github.com/repos/dreamfactorysoftware/df-core/pulls/102,DP-499 Integrateio sso,integrateio sso,0,1,0,0,,,,
https://api.github.com/repos/dreamfactorysoftware/df-core/pulls/29,Fixed Event Scripts Not Running For Server Side Scripting,fixed event script running server side scripting,0,1,0,0,,,,
https://api.github.com/repos/gbif/registry/pulls/467,,,,,,,,,,
https://api.github.com/repos/gbif/registry/pulls/449,,,,,,,,,,
https://api.github.com/repos/gbif/registry/pulls/411,Restrict,restrict,1,0,0,-0.3818,,,,
https://api.github.com/repos/gbif/registry/pulls/392,,,,,,,,,,
https://api.github.com/repos/gbif/registry/pulls/378,,,,,,,,,,
https://api.github.com/repos/gbif/registry/pulls/347,,,,,,,,,,
https://api.github.com/repos/gbif/registry/pulls/30,Fixes for Issue #29,fix issue,0,1,0,0,,,,
https://api.github.com/repos/gbif/postal-service/pulls/9,,,,,,,,,,
https://api.github.com/repos/openHPI/codeocean/pulls/1472,,,,,,,,,,
https://api.github.com/repos/pycontribs/jira/pulls/1617,,,,,,,,,,
https://api.github.com/repos/pycontribs/jira/pulls/1616,,,,,,,,,,
https://api.github.com/repos/pycontribs/jira/pulls/1615,,,,,,,,,,
https://api.github.com/repos/pycontribs/jira/pulls/1614,,,,,,,,,,
https://api.github.com/repos/pycontribs/jira/pulls/1613,,,,,,,,,,
https://api.github.com/repos/pycontribs/jira/pulls/1612,,,,,,,,,,
https://api.github.com/repos/pycontribs/jira/pulls/1611,,,,,,,,,,
https://api.github.com/repos/pycontribs/jira/pulls/1610,,,,,,,,,,
https://api.github.com/repos/pycontribs/jira/pulls/1607,,,,,,,,,,
https://api.github.com/repos/pycontribs/jira/pulls/1603,,,,,,,,,,
https://api.github.com/repos/pycontribs/jira/pulls/1602,,,,,,,,,,
https://api.github.com/repos/pycontribs/jira/pulls/1600,use ruff as default linter,use ruff default linter,0,1,0,0,,,,
https://api.github.com/repos/pycontribs/jira/pulls/1592,adding python 3.11 in CI,adding python ci,0,1,0,0,,,,
https://api.github.com/repos/pycontribs/jira/pulls/1586,adding sprint goal,adding sprint goal,0,1,0,0,,,,
https://api.github.com/repos/pycontribs/jira/pulls/1580,Update the type for issue in add_comment & transition_issue for better type hints,update type issue addcomment transitionissue better type hint,0,0.707,0.293,0.4404,,,,
https://api.github.com/repos/pycontribs/jira/pulls/1553,use `template_name` for `create_project()`,use templatename createproject,0,1,0,0,,,,
https://api.github.com/repos/pycontribs/jira/pulls/1552,add visibility argument,add visibility argument,0.556,0.444,0,-0.3612,,,,
https://api.github.com/repos/pycontribs/jira/pulls/1528,Add overload to JIRA.search_issues() for better return type hinting,add overload jirasearchissues better return type hinting,0.24,0.481,0.279,0.1027,,,,
https://api.github.com/repos/pycontribs/jira/pulls/1521,Modified the type hinting for the attachment in the add_attachment fu…,modified type hinting attachment addattachment,0,0.645,0.355,0.296,,,,
https://api.github.com/repos/pycontribs/jira/pulls/1518,bug: request_type_by_name requires limit parameter in larger instances,bug requesttypebyname requires limit parameter larger instance,0,1,0,0,,,,
https://api.github.com/repos/pycontribs/jira/pulls/1499,resilientsession: use timeout settings,resilientsession use timeout setting,0,1,0,0,,,,
https://api.github.com/repos/pycontribs/jira/pulls/1498,Add method to get issues completed within a sprint,add method get issue completed within sprint,0,1,0,0,,,,
https://api.github.com/repos/pycontribs/jira/pulls/1483,let Jira cloud assign a default permissionScheme if none is specified,let jira cloud assign default permissionscheme none specified,0,1,0,0,,,,
https://api.github.com/repos/pycontribs/jira/pulls/1402,bug: config reading options editing JIRA.DEFAULT_OPTIONS,bug config reading option editing jiradefaultoptions,0,1,0,0,,,,
https://api.github.com/repos/pycontribs/jira/pulls/1355,update incompletedIssuesEstimateSum,update,0,1,0,0,,,,
https://api.github.com/repos/pycontribs/jira/pulls/1301,Allow disabling searching for user on assign_issue,allow disabling searching user assignissue,0.388,0.375,0.237,-0.296,,,,
https://api.github.com/repos/pycontribs/jira/pulls/1276,Support requesting board configuration Fixes #1242,support requesting board configuration fix,0,0.597,0.403,0.4019,,,,
https://api.github.com/repos/pycontribs/jira/pulls/1113,Paginate result lists as a generator,paginate result list generator,0,1,0,0,,,,
https://api.github.com/repos/pycontribs/jira/pulls/884,project roles: make adding groups work,project role make adding group work,0,1,0,0,,,,
https://api.github.com/repos/CircuitVerse/CircuitVerse/pulls/3633,,,,,,,,,,
https://api.github.com/repos/CircuitVerse/CircuitVerse/pulls/3632,Fixing extra space in project card on search page and description column in project page,fixing extra space project card search page description column project page,0,1,0,0,,,,
https://api.github.com/repos/CircuitVerse/CircuitVerse/pulls/3631,"Revamp(ui): revamp Comment input UI, fixes issue #3619",revamp ui revamp comment input ui fix issue,0,1,0,0,,,,
https://api.github.com/repos/CircuitVerse/CircuitVerse/pulls/3629,Removed extra space above Footer,removed extra space footer,0,1,0,0,,,,
https://api.github.com/repos/CircuitVerse/CircuitVerse/pulls/3628,,,,,,,,,,
https://api.github.com/repos/CircuitVerse/CircuitVerse/pulls/3627,"feat(ui): replace svg with user avatar , add avatar in the group cards & fix the stylings",feat ui replace svg user avatar add avatar group card fix stylings,0,1,0,0,,,,
https://api.github.com/repos/CircuitVerse/CircuitVerse/pulls/3626,feat: integrate story-book for previewing componets,feat integrate storybook previewing componets,0,1,0,0,,,,
https://api.github.com/repos/CircuitVerse/CircuitVerse/pulls/3625,,,,,,,,,,
https://api.github.com/repos/CircuitVerse/CircuitVerse/pulls/3624,feat: updated footer component,feat updated footer component,0,1,0,0,,,,
https://api.github.com/repos/CircuitVerse/CircuitVerse/pulls/3613," fix(responsive): make site more responsive for phone, fix overlows and broken pages in phone",fix responsive make site responsive phone fix overlows broken page phone,0.193,0.497,0.311,0.2263,,,,
https://api.github.com/repos/CircuitVerse/CircuitVerse/pulls/3610,[bugs] issue #3609 by alffy007,bug issue,0,1,0,0,,,,
https://api.github.com/repos/CircuitVerse/CircuitVerse/pulls/3604,"fix(comments): comment box, fix comment box comment overflow breaking page",fix comment comment box fix comment box comment overflow breaking page,0,1,0,0,,,,
https://api.github.com/repos/CircuitVerse/CircuitVerse/pulls/3602,,,,,,,,,,
https://api.github.com/repos/CircuitVerse/CircuitVerse/pulls/3601,,,,,,,,,,
https://api.github.com/repos/CircuitVerse/CircuitVerse/pulls/3600,,,,,,,,,,
https://api.github.com/repos/CircuitVerse/CircuitVerse/pulls/3599,,,,,,,,,,
https://api.github.com/repos/CircuitVerse/CircuitVerse/pulls/3598,,,,,,,,,,
https://api.github.com/repos/CircuitVerse/CircuitVerse/pulls/3596,,,,,,,,,,
https://api.github.com/repos/CircuitVerse/CircuitVerse/pulls/3595,,,,,,,,,,
https://api.github.com/repos/CircuitVerse/CircuitVerse/pulls/3594,,,,,,,,,,
https://api.github.com/repos/CircuitVerse/CircuitVerse/pulls/3593,,,,,,,,,,
https://api.github.com/repos/CircuitVerse/CircuitVerse/pulls/3592,,,,,,,,,,
https://api.github.com/repos/CircuitVerse/CircuitVerse/pulls/3591,,,,,,,,,,
https://api.github.com/repos/CircuitVerse/CircuitVerse/pulls/3590,,,,,,,,,,
https://api.github.com/repos/CircuitVerse/CircuitVerse/pulls/3589,,,,,,,,,,
https://api.github.com/repos/CircuitVerse/CircuitVerse/pulls/3588,,,,,,,,,,
https://api.github.com/repos/CircuitVerse/CircuitVerse/pulls/3587,Update Dockerfile,update dockerfile,0,1,0,0,,,,
https://api.github.com/repos/CircuitVerse/CircuitVerse/pulls/3585,fix check-box tick to fit and correctly align in its container box,fix checkbox tick fit correctly align container box,0,0.737,0.263,0.3612,,,,
https://api.github.com/repos/CircuitVerse/CircuitVerse/pulls/3583,Issue-#3567 : Fixed the described bugs,issue fixed described bug,0,1,0,0,,,,
https://api.github.com/repos/CircuitVerse/CircuitVerse/pulls/3582,,,,,,,,,,
https://api.github.com/repos/matomo-org/matomo-log-analytics/pulls/322,Add Traefik JSON log format,add traefik json log format,0,1,0,0,,,,
https://api.github.com/repos/matomo-org/matomo-log-analytics/pulls/320,Traefik log support,traefik log support,0,0.426,0.574,0.4019,,,,
https://api.github.com/repos/matomo-org/matomo-log-analytics/pulls/305,Fix infinite loop in format detection,fix infinite loop format detection,0,1,0,0,,,,
https://api.github.com/repos/matomo-org/matomo-log-analytics/pulls/302,Compatibility for Python3.5...,compatibility,0,1,0,0,,,,
https://api.github.com/repos/matomo-org/matomo-log-analytics/pulls/295,"Remove outdated ""--force-all-periods=315576000""",remove outdated,0,1,0,0,,,,
https://api.github.com/repos/matomo-org/matomo-log-analytics/pulls/290,Custom dimensions in Log Analytics to replace custom variables,custom dimension log analytics replace custom variable,0,1,0,0,,,,
https://api.github.com/repos/matomo-org/matomo-log-analytics/pulls/277,"Add ""--use-http-x-forwarded-for"" option for NGINX",add option nginx,0,1,0,0,,,,
https://api.github.com/repos/matomo-org/matomo-log-analytics/pulls/256,import logs with client certificates (matomo with require ssl turned on),import log client certificate matomo require ssl turned,0,1,0,0,,,,
https://api.github.com/repos/matomo-org/matomo-log-analytics/pulls/234,"Proposal: option to provide a static url->title mapping for the ""Page titles"" report",proposal option provide static url title mapping page title report,0,1,0,0,,,,
https://api.github.com/repos/matomo-org/matomo-log-analytics/pulls/232,Add an option to only process log entries that haven't been processed before,add option process log entry nt processed,0,1,0,0,,,,
https://api.github.com/repos/matomo-org/matomo-log-analytics/pulls/214,Custom dimensions in Log Analytics to replace custom variables,custom dimension log analytics replace custom variable,0,1,0,0,,,,
https://api.github.com/repos/signmeup/signmeup/pulls/288,,,,,,,,,,
https://api.github.com/repos/signmeup/signmeup/pulls/286,,,,,,,,,,
https://api.github.com/repos/signmeup/signmeup/pulls/285,,,,,,,,,,
https://api.github.com/repos/signmeup/signmeup/pulls/284,,,,,,,,,,
https://api.github.com/repos/signmeup/signmeup/pulls/283,,,,,,,,,,
https://api.github.com/repos/signmeup/signmeup/pulls/282,,,,,,,,,,
https://api.github.com/repos/signmeup/signmeup/pulls/281,,,,,,,,,,
https://api.github.com/repos/signmeup/signmeup/pulls/279,,,,,,,,,,
https://api.github.com/repos/signmeup/signmeup/pulls/275,,,,,,,,,,
https://api.github.com/repos/signmeup/signmeup/pulls/272,,,,,,,,,,
https://api.github.com/repos/signmeup/signmeup/pulls/271,,,,,,,,,,
https://api.github.com/repos/signmeup/signmeup/pulls/265,,,,,,,,,,
https://api.github.com/repos/signmeup/signmeup/pulls/240,Enable the downloading of csv logs,enable downloading csv log,0,1,0,0,,,,
https://api.github.com/repos/signmeup/signmeup/pulls/221,Close #220: Anonymize students,close anonymize student,0,1,0,0,,,,
https://api.github.com/repos/signmeup/signmeup/pulls/201,Move down queue,move queue,0,1,0,0,,,,
https://api.github.com/repos/enterpriseready/enterpriseready/pulls/558,Update product-security.md,update productsecuritymd,0,1,0,0,,,,
https://api.github.com/repos/enterpriseready/enterpriseready/pulls/557,Update product-security.md,update productsecuritymd,0,1,0,0,,,,
https://api.github.com/repos/enterpriseready/enterpriseready/pulls/552,Update role-based-access-control.md,update,0,1,0,0,,,,
https://api.github.com/repos/enterpriseready/enterpriseready/pulls/349,Add the Open Source Security Page,add open source security page,0,0.625,0.375,0.34,,,,
https://api.github.com/repos/enterpriseready/enterpriseready/pulls/298,Adding Auth0,adding,0,1,0,0,,,,
https://api.github.com/repos/enterpriseready/enterpriseready/pulls/295,Want to Add Orangescrum,want add orangescrum,0,0.606,0.394,0.0772,,,,
https://api.github.com/repos/enterpriseready/enterpriseready/pulls/294,Updating Orangescrum to the list,updating orangescrum list,0,1,0,0,,,,
https://api.github.com/repos/enterpriseready/enterpriseready/pulls/293,Adding Orangescrum,adding orangescrum,0,1,0,0,,,,
https://api.github.com/repos/cybernetisk/internsystem/pulls/390,,,,,,,,,,
https://api.github.com/repos/cybernetisk/internsystem/pulls/389,,,,,,,,,,
https://api.github.com/repos/cybernetisk/internsystem/pulls/388,,,,,,,,,,
https://api.github.com/repos/cybernetisk/internsystem/pulls/387,,,,,,,,,,
https://api.github.com/repos/cybernetisk/internsystem/pulls/386,,,,,,,,,,
https://api.github.com/repos/cybernetisk/internsystem/pulls/385,,,,,,,,,,
https://api.github.com/repos/cybernetisk/internsystem/pulls/383,,,,,,,,,,
https://api.github.com/repos/cybernetisk/internsystem/pulls/381,,,,,,,,,,
https://api.github.com/repos/cybernetisk/internsystem/pulls/378,,,,,,,,,,
https://api.github.com/repos/cybernetisk/internsystem/pulls/376,,,,,,,,,,
https://api.github.com/repos/cybernetisk/internsystem/pulls/373,,,,,,,,,,
https://api.github.com/repos/cybernetisk/internsystem/pulls/371,,,,,,,,,,
https://api.github.com/repos/DiUS/pact-website/pulls/21,,,,,,,,,,
https://api.github.com/repos/DiUS/pact-website/pulls/20,,,,,,,,,,
https://api.github.com/repos/DiUS/pact-website/pulls/19,,,,,,,,,,
https://api.github.com/repos/DiUS/pact-website/pulls/15,,,,,,,,,,
https://api.github.com/repos/benjaminhoffman/gatsby-plugin-mailchimp/pulls/107,,,,,,,,,,
https://api.github.com/repos/benjaminhoffman/gatsby-plugin-mailchimp/pulls/106,,,,,,,,,,
https://api.github.com/repos/benjaminhoffman/gatsby-plugin-mailchimp/pulls/105,,,,,,,,,,
https://api.github.com/repos/benjaminhoffman/gatsby-plugin-mailchimp/pulls/104,,,,,,,,,,
https://api.github.com/repos/benjaminhoffman/gatsby-plugin-mailchimp/pulls/102,,,,,,,,,,
https://api.github.com/repos/benjaminhoffman/gatsby-plugin-mailchimp/pulls/101,,,,,,,,,,
https://api.github.com/repos/benjaminhoffman/gatsby-plugin-mailchimp/pulls/100,,,,,,,,,,
https://api.github.com/repos/benjaminhoffman/gatsby-plugin-mailchimp/pulls/98,,,,,,,,,,
https://api.github.com/repos/benjaminhoffman/gatsby-plugin-mailchimp/pulls/96,,,,,,,,,,
https://api.github.com/repos/benjaminhoffman/gatsby-plugin-mailchimp/pulls/95,,,,,,,,,,
https://api.github.com/repos/benjaminhoffman/gatsby-plugin-mailchimp/pulls/94,,,,,,,,,,
https://api.github.com/repos/benjaminhoffman/gatsby-plugin-mailchimp/pulls/93,,,,,,,,,,
https://api.github.com/repos/benjaminhoffman/gatsby-plugin-mailchimp/pulls/91,,,,,,,,,,
https://api.github.com/repos/benjaminhoffman/gatsby-plugin-mailchimp/pulls/90,,,,,,,,,,
https://api.github.com/repos/benjaminhoffman/gatsby-plugin-mailchimp/pulls/89,,,,,,,,,,
https://api.github.com/repos/benjaminhoffman/gatsby-plugin-mailchimp/pulls/88,,,,,,,,,,
https://api.github.com/repos/benjaminhoffman/gatsby-plugin-mailchimp/pulls/86,,,,,,,,,,
https://api.github.com/repos/benjaminhoffman/gatsby-plugin-mailchimp/pulls/71,Add minimal typescript typings,add minimal typescript typing,0,1,0,0,,,,
https://api.github.com/repos/benjaminhoffman/gatsby-plugin-mailchimp/pulls/11,Minor fixes,minor fix,0,1,0,0,,,,
https://api.github.com/repos/PyLadiesCZ/pyladies.cz/pulls/688,Add PyData PRG Autumn 2022,add pydata prg autumn,0,1,0,0,,,,
https://api.github.com/repos/PyLadiesCZ/pyladies.cz/pulls/612,More feedbacks incl. major refactoring,feedback incl major refactoring,0,1,0,0,,,,
